group,intensity,exp_index,exp_id,exp_folder,node,component,total_energy_J,avg_power_W
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,scorpius,nic,0.29,0.0
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,scorpius,ram,155.73,1.11
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,scorpius,sd,0.0,0.0
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,aspire,cpu,66.54,0.62
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,aspire,nic,0.18,0.0
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,aspire,ram,45.05,0.32
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,aspire,sd,4.17,0.03
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,leo,cpu,540.12,5.05
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,leo,nic,0.36,0.0
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,leo,ram,228.59,1.63
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,leo,sd,0.0,0.0
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,nitro5,cpu,36.73,0.33
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,nitro5,nic,0.64,0.0
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,nitro5,ram,23.01,0.16
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,nitro5,sd,7.47,0.05
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,scorpius,cpu,36.09,0.34
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,scorpius,nic,0.94,0.01
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,scorpius,ram,41.59,0.3
without-plugin,medium,1,without-plugin_medium_1,exp(05:04:02)_fase3_medium_iter1,scorpius,sd,0.0,0.0
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,aspire,cpu,87.4,0.82
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,aspire,nic,0.26,0.0
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,aspire,ram,73.94,0.53
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,aspire,sd,3.49,0.02
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,leo,cpu,162.07,1.46
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,leo,nic,0.21,0.0
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,leo,ram,47.66,0.34
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,leo,sd,0.0,0.0
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,nitro5,cpu,35.79,0.34
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,nitro5,nic,0.21,0.0
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,nitro5,ram,23.45,0.17
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,nitro5,sd,10.32,0.07
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,scorpius,cpu,103.49,0.95
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,scorpius,nic,0.0,0.0
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,scorpius,ram,115.74,0.83
without-plugin,medium,2,without-plugin_medium_2,exp(05:10:17)_fase3_medium_iter2,scorpius,sd,0.0,0.0
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,aspire,cpu,246.37,2.62
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,aspire,nic,1.02,0.01
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,aspire,ram,266.51,1.95
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,aspire,sd,542.53,3.74
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,leo,cpu,379.58,3.39
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,leo,nic,0.11,0.0
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,leo,ram,109.6,0.78
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,leo,sd,0.0,0.0
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,nitro5,cpu,38.57,0.35
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,nitro5,nic,0.16,0.0
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,nitro5,ram,22.72,0.16
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,nitro5,sd,7.79,0.05
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,scorpius,cpu,73.54,0.69
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,scorpius,nic,0.17,0.0
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,scorpius,ram,73.95,0.53
without-plugin,medium,3,without-plugin_medium_3,exp(05:18:13)_fase3_medium_iter3,scorpius,sd,0.0,0.0
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,aspire,cpu,78.45,0.74
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,aspire,nic,0.13,0.01
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,aspire,ram,47.16,0.34
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,aspire,sd,4.51,0.03
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,leo,cpu,219.43,2.11
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,leo,nic,0.27,0.0
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,leo,ram,68.05,0.49
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,leo,sd,0.05,0.0
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,nitro5,cpu,40.29,0.34
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,nitro5,nic,1.96,0.01
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,nitro5,ram,22.47,0.16
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,nitro5,sd,9.96,0.07
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,scorpius,cpu,274.74,2.64
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,scorpius,nic,0.0,0.0
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,scorpius,ram,328.69,2.35
without-plugin,medium,4,without-plugin_medium_4,exp(06:20:25)_fase3_medium_iter1,scorpius,sd,0.0,0.0
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,aspire,cpu,269.76,2.84
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,aspire,nic,0.14,0.0
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,aspire,ram,292.53,2.12
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,aspire,sd,739.21,5.1
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,leo,cpu,209.79,1.91
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,leo,nic,0.86,0.01
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,leo,ram,63.2,0.45
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,leo,sd,0.0,0.0
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,nitro5,cpu,42.28,0.35
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,nitro5,nic,0.61,0.0
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,nitro5,ram,21.82,0.15
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,nitro5,sd,9.98,0.07
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,scorpius,cpu,64.25,0.59
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,scorpius,nic,1.01,0.01
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,scorpius,ram,67.67,0.48
without-plugin,medium,5,without-plugin_medium_5,exp(06:28:20)_fase3_medium_iter2,scorpius,sd,0.0,0.0
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,aspire,cpu,119.58,1.13
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,aspire,nic,0.34,0.0
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,aspire,ram,80.06,0.58
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,aspire,sd,2.03,0.01
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,leo,cpu,215.31,2.01
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,leo,nic,0.79,0.01
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,leo,ram,70.86,0.51
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,leo,sd,0.1,0.0
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,nitro5,cpu,40.6,0.33
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,nitro5,nic,1.1,0.01
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,nitro5,ram,20.92,0.15
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,nitro5,sd,9.04,0.06
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,scorpius,cpu,191.65,1.9
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,scorpius,nic,0.1,0.0
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,scorpius,ram,238.94,1.71
without-plugin,medium,6,without-plugin_medium_6,exp(06:35:32)_fase3_medium_iter3,scorpius,sd,0.0,0.0
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,aspire,cpu,52.09,0.49
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,aspire,nic,0.23,0.0
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,aspire,ram,24.45,0.18
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,aspire,sd,1.8,0.01
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,leo,cpu,249.18,2.24
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,leo,nic,0.0,0.0
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,leo,ram,81.45,0.58
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,leo,sd,0.04,0.0
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,nitro5,cpu,46.29,0.42
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,nitro5,nic,0.89,0.01
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,nitro5,ram,20.76,0.15
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,nitro5,sd,27.96,0.19
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,scorpius,cpu,103.8,0.96
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,scorpius,nic,0.05,0.0
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,scorpius,ram,112.04,0.8
without-plugin,medium,7,without-plugin_medium_7,exp(07:13:58)_fase3_medium_iter1,scorpius,sd,0.0,0.0
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,aspire,cpu,272.01,2.5
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,aspire,nic,0.0,0.0
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,aspire,ram,244.72,1.75
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,aspire,sd,545.48,3.76
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,leo,cpu,251.97,2.27
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,leo,nic,0.22,0.0
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,leo,ram,75.36,0.54
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,leo,sd,0.0,0.0
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,nitro5,cpu,47.18,0.41
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,nitro5,nic,0.38,0.0
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,nitro5,ram,21.01,0.15
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,nitro5,sd,10.05,0.07
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,scorpius,cpu,54.02,0.5
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,scorpius,nic,1.04,0.01
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,scorpius,ram,61.27,0.44
without-plugin,medium,8,without-plugin_medium_8,exp(07:22:01)_fase3_medium_iter2,scorpius,sd,0.0,0.0
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,aspire,cpu,223.76,2.17
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,aspire,nic,0.04,0.0
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,aspire,ram,230.26,1.67
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,aspire,sd,14.67,0.1
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,leo,cpu,120.61,1.09
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,leo,nic,0.0,0.0
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,leo,ram,37.64,0.27
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,leo,sd,0.0,0.0
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,nitro5,cpu,44.41,0.4
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,nitro5,nic,0.5,0.0
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,nitro5,ram,20.64,0.15
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,nitro5,sd,8.83,0.06
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,scorpius,cpu,40.27,0.37
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,scorpius,nic,0.3,0.0
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,scorpius,ram,38.78,0.28
without-plugin,medium,9,without-plugin_medium_9,exp(07:28:48)_fase3_medium_iter3,scorpius,sd,0.01,0.0
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,aspire,cpu,121.27,1.11
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,aspire,nic,0.15,0.0
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,aspire,ram,89.57,0.64
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,aspire,sd,437.21,3.04
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,leo,cpu,100.87,0.96
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,leo,nic,0.2,0.0
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,leo,ram,27.9,0.2
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,leo,sd,0.0,0.0
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,nitro5,cpu,45.98,0.4
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,nitro5,nic,2.5,0.02
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,nitro5,ram,21.67,0.15
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,nitro5,sd,9.75,0.07
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,scorpius,cpu,132.66,1.2
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,scorpius,nic,0.95,0.01
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,scorpius,ram,166.96,1.19
without-plugin,medium,10,without-plugin_medium_10,exp(07:36:27)_fase3_medium_iter4,scorpius,sd,0.0,0.0
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,aspire,cpu,269.96,2.5
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,aspire,nic,0.07,0.0
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,aspire,ram,237.98,1.71
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,aspire,sd,545.63,3.76
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,leo,cpu,176.0,1.61
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,leo,nic,0.25,0.0
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,leo,ram,55.76,0.4
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,leo,sd,0.0,0.0
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,nitro5,cpu,45.4,0.4
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,nitro5,nic,1.18,0.01
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,nitro5,ram,20.73,0.15
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,nitro5,sd,0.0,0.0
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,scorpius,cpu,56.1,0.51
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,scorpius,nic,0.22,0.0
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,scorpius,ram,62.49,0.45
without-plugin,medium,11,without-plugin_medium_11,exp(07:42:50)_fase3_medium_iter5,scorpius,sd,0.0,0.0
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,aspire,cpu,71.56,0.7
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,aspire,nic,0.06,0.01
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,aspire,ram,39.52,0.28
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,aspire,sd,162.99,1.13
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,leo,cpu,189.01,1.75
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,leo,nic,0.21,0.0
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,leo,ram,58.52,0.42
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,leo,sd,0.0,0.0
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,nitro5,cpu,42.88,0.38
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,nitro5,nic,0.82,0.01
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,nitro5,ram,21.81,0.15
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,nitro5,sd,8.46,0.06
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,scorpius,cpu,112.71,1.02
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,scorpius,nic,0.19,0.0
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,scorpius,ram,135.37,0.97
without-plugin,medium,12,without-plugin_medium_12,exp(07:51:18)_fase3_medium_iter6,scorpius,sd,0.0,0.0
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,aspire,cpu,245.05,2.31
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,aspire,nic,0.08,0.01
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,aspire,ram,240.24,1.72
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,aspire,sd,530.42,3.66
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,leo,cpu,205.27,1.83
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,leo,nic,0.28,0.0
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,leo,ram,58.3,0.42
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,leo,sd,0.0,0.0
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,nitro5,cpu,42.01,0.38
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,nitro5,nic,1.11,0.01
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,nitro5,ram,21.4,0.15
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,nitro5,sd,8.41,0.06
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,scorpius,cpu,56.31,0.52
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,scorpius,nic,0.44,0.0
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,scorpius,ram,60.94,0.44
without-plugin,medium,13,without-plugin_medium_13,exp(07:57:40)_fase3_medium_iter7,scorpius,sd,0.0,0.0
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,aspire,cpu,47.37,0.44
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,aspire,nic,0.2,0.0
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,aspire,ram,22.79,0.16
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,aspire,sd,2.2,0.02
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,leo,cpu,225.57,2.01
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,leo,nic,0.34,0.0
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,leo,ram,69.14,0.49
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,leo,sd,0.02,0.0
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,nitro5,cpu,42.61,0.38
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,nitro5,nic,0.46,0.0
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,nitro5,ram,20.76,0.15
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,nitro5,sd,16.38,0.11
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,scorpius,cpu,106.82,0.98
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,scorpius,nic,0.23,0.0
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,scorpius,ram,124.68,0.89
without-plugin,medium,14,without-plugin_medium_14,exp(08:05:26)_fase3_medium_iter8,scorpius,sd,0.0,0.0
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,aspire,cpu,261.93,2.54
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,aspire,nic,0.08,0.0
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,aspire,ram,260.6,1.87
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,aspire,sd,556.67,3.84
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,leo,cpu,183.99,1.7
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,leo,nic,0.3,0.0
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,leo,ram,57.38,0.41
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,leo,sd,0.0,0.0
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,nitro5,cpu,44.34,0.42
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,nitro5,nic,0.47,0.0
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,nitro5,ram,20.94,0.15
